-1.397100,3.319100,-1.392700,-1.994800,3.000000
0.390120,-0.142790,-0.031994,0.350840,4.000000
-1.667700,-7.153500,7.892900,0.967650,4.000000
-3.848300,-12.804700,15.682400,-1.281000,4.000000
-3.568100,-8.213000,10.083000,0.967650,4.000000
-2.280400,-0.306260,1.334700,1.376300,4.000000
-1.758200,2.739700,-2.532300,-2.234000,3.000000
-0.894090,3.199100,-1.821900,-2.945200,3.000000
0.343400,0.124150,-0.287330,0.146540,3.000000
-0.985400,-6.661000,5.824500,0.546100,4.000000
-2.411500,-9.135900,9.344400,-0.652590,4.000000
-1.525200,-6.253400,5.352400,0.599120,4.000000
-0.614420,-0.091058,-0.318180,0.502140,3.000000
-0.365060,2.892800,-3.646100,-3.060300,3.000000
-5.903400,6.567900,0.676610,-6.679700,3.000000
-1.821500,2.752100,-0.722610,-2.353000,3.000000
-0.774610,-1.876800,2.402300,1.131900,4.000000
-1.818700,-9.036600,9.016200,-0.122430,4.000000
-3.580100,-12.930900,13.177900,-2.567700,4.000000
-1.821900,-6.882400,5.468100,0.057313,4.000000
-0.348100,-0.386960,-0.478410,0.626270,4.000000
0.473680,3.360500,-4.506400,-4.043100,3.000000
-3.408300,4.858700,-0.768880,-4.866800,3.000000
-1.666200,-0.300050,1.423800,0.024986,4.000000
-2.096200,-7.105900,6.618800,-0.337080,4.000000
-2.668500,-10.451900,9.113900,-1.732300,4.000000
-0.474650,-4.349600,1.990100,0.751700,4.000000
1.055200,1.185700,-2.641100,0.110330,3.000000
1.164400,3.809500,-4.940800,-4.090900,3.000000
-4.477900,7.370800,-0.312180,-6.775400,3.000000
-2.733800,0.455230,2.439100,0.217660,4.000000
-2.286000,-5.448400,5.803900,0.882310,4.000000
-1.624400,-6.344400,4.657500,0.169810,4.000000
0.508130,0.477990,-1.980400,0.577140,3.000000
1.640800,4.250300,-4.902300,-2.662100,3.000000
0.815830,4.840000,-5.261300,-6.082300,3.000000
-5.490100,9.104800,-0.387580,-5.976300,3.000000
-3.223800,2.793500,0.322740,-0.860780,3.000000
-2.063100,-1.514700,1.219000,0.445240,4.000000
-0.913180,-2.011300,-0.195650,0.066365,4.000000
0.600500,1.932700,-3.288800,-0.324150,3.000000
0.913150,3.337700,-4.055700,-1.674100,3.000000
-0.280150,3.072900,-3.385700,-2.915500,3.000000
-3.608500,3.325300,-0.519540,-3.573700,3.000000
-6.200300,8.680600,0.009134,-3.703000,3.000000
-4.293200,3.341900,0.772580,-0.997850,3.000000
-3.026500,-0.062088,0.686040,-0.055186,4.000000
-1.701500,-0.010356,-0.993370,-0.531040,3.000000
-0.643260,2.474800,-2.945200,-1.027600,3.000000
-0.863390,1.934800,-2.372900,-1.089700,3.000000
-2.065900,1.051200,-0.462980,-1.097400,3.000000
-2.133300,1.568500,-0.084261,-1.745300,3.000000
-1.256800,-1.473300,2.871800,0.446530,4.000000
-3.112800,-6.841000,10.740200,-1.017200,4.000000
-4.855400,-5.903700,10.981800,-0.821990,4.000000
-2.588000,3.865400,-0.333600,-1.279700,3.000000
0.243940,1.473300,-1.419200,-0.585350,3.000000
-1.532200,-5.096600,6.677900,0.174980,4.000000
-4.002500,-13.497900,17.677200,-3.320200,4.000000
-4.017300,-8.312300,12.454700,-1.437500,4.000000
-3.073100,-0.531810,2.387700,0.776270,4.000000
-1.979000,3.230100,-1.357500,-2.581900,3.000000
-0.429400,-0.146930,0.044265,-0.156050,4.000000
-2.234000,-7.031400,7.493600,0.613340,4.000000
-4.211000,-12.473600,14.970400,-1.388400,4.000000
-3.807300,-8.097100,10.177200,0.650840,4.000000
-2.591200,-0.105540,1.279800,1.041400,4.000000
-2.248200,3.091500,-2.396900,-2.671100,3.000000
-1.442700,3.292200,-1.970200,-3.439200,3.000000
-0.394160,-0.020702,-0.066267,-0.446990,3.000000
-1.522000,-6.638300,5.749100,-0.106910,4.000000
-2.826700,-9.040700,9.069400,-0.982330,4.000000
-1.726300,-6.023700,5.241900,0.295240,4.000000
-0.942550,0.039307,-0.241920,0.315930,3.000000
-0.895690,3.002500,-3.606700,-3.445700,3.000000
-6.281500,6.665100,0.525810,-7.010700,3.000000
-2.321100,3.166000,-1.000200,-2.715100,3.000000
-1.341400,-2.077600,2.809300,0.606880,4.000000
-2.258000,-9.326300,9.372700,-0.859490,4.000000
-3.885800,-12.846100,12.795700,-3.135300,4.000000
-1.896900,-6.789300,5.276100,-0.325440,4.000000
-0.526450,-0.248320,-0.456130,0.419380,4.000000
0.009661,3.561200,-4.407000,-4.410300,3.000000
-3.882600,4.898000,-0.923110,-5.080100,3.000000
-2.140500,-0.167620,1.321000,-0.209060,4.000000
-2.482400,-7.304600,6.839000,-0.590530,4.000000
-2.909800,-10.071200,8.415600,-1.994800,4.000000
-0.609750,-4.002000,1.847100,0.601700,4.000000
0.836250,1.107100,-2.470600,-0.062945,3.000000
0.607310,3.954400,-4.772000,-4.485300,3.000000
-4.886100,7.054200,-0.172520,-6.959000,3.000000
-3.136600,0.422120,2.622500,-0.064238,4.000000
-2.575400,-5.657400,6.103000,0.652140,4.000000
-1.878200,-6.586500,4.848600,-0.021566,4.000000
0.242610,0.573180,-1.940200,0.440070,3.000000
1.296000,4.285500,-4.845700,-2.901300,3.000000
0.259430,5.009700,-5.039400,-6.386200,3.000000
-5.873000,9.175200,-0.274480,-6.042200,3.000000
-3.460500,2.690100,0.161650,-1.022400,3.000000
